date,humidity,temp,pressure
20160810-15:00,91,28,999
20160810-18:00,88,28,1000
20160810-21:00,89,28,999
20160811-00:00,93,27,1000
20160811-01:30,84,28,1002
20160811-02:00,89,28,1002
20160811-02:30,89,28,1002
20160811-03:00,94,27,1001
20160811-03:30,94,27,1002
20160811-04:00,94,27,1002
20160811-04:30,89,28,1002
20160811-05:00,89,28,1003
20160811-05:30,89,28,1003
20160811-06:00,81,29,1002
20160811-06:30,89,29,1003
20160811-07:00,89,29,1003
20160811-07:30,84,30,1002
20160811-08:00,84,30,1002
20160811-08:30,84,30,1001
20160811-09:00,72,31,1000
20160811-09:30,84,30,1001
20160811-10:00,94,29,1001
20160811-10:30,100,28,1000
20160811-11:00,94,27,1001
20160811-11:30,94,27,1001
20160811-12:00,92,27,1000
20160811-12:30,94,27,1001
20160811-13:00,94,27,1001
20160811-15:00,92,27,1002
20160811-18:00,90,27,1003
20160811-21:00,90,27,1002
20160812-00:00,90,27,1001
20160812-01:30,94,27,1002
20160812-02:00,89,28,1003
20160812-02:30,89,28,1003
20160812-03:00,83,28,1002
20160812-03:30,84,29,1004
20160812-04:00,84,29,1004
20160812-04:30,79,30,1004
20160812-05:00,79,31,1004
20160812-05:30,75,32,1004
20160812-06:00,58,33,1002
20160812-06:30,63,33,1004
20160812-07:00,70,32,1004
20160812-07:30,70,32,1003
20160812-08:00,75,31,1002
20160812-08:30,75,31,1002
20160812-09:00,92,28,1001
20160812-09:30,94,28,1002
20160812-10:00,94,28,1002
20160812-10:30,94,28,1001
20160812-11:00,94,28,1001
20160812-11:30,94,28,1002
20160812-12:00,91,28,1001
20160812-12:30,89,28,1001
20160812-13:00,94,27,1001
20160812-15:00,93,27,1001
20160812-18:00,96,27,1002
20160812-21:00,98,27,1001
20160813-00:00,95,27,1000
20160813-01:30,94,27,1002
20160813-02:00,94,27,1002
20160813-02:30,94,27,1002
20160813-03:00,87,28,1002
20160813-03:30,89,28,1003
20160813-04:00,74,30,1003
20160813-04:30,74,30,1003
20160813-05:00,75,31,1003
20160813-05:30,75,31,1003
20160813-06:00,54,32,1001
20160813-06:30,62,32,1002
20160813-07:00,66,33,1002
20160813-07:30,63,34,1002
20160813-08:00,59,34,1001
20160813-08:30,63,33,1001
20160813-09:00,57,34,999
20160813-09:30,63,34,1000
20160813-10:00,70,32,1000
20160813-10:30,70,32,1000
20160813-11:00,75,31,1000
20160813-11:30,79,30,1000
20160813-12:00,78,30,999
20160813-12:30,84,29,1000
20160813-13:00,89,28,1000
20160813-15:00,87,29,1000
20160813-18:00,92,28,1000
20160813-21:00,96,28,1000
20160814-00:00,89,28,1000
20160814-00:30,89,28,1001
20160814-01:00,94,27,1001
20160814-01:30,94,27,1001
20160814-02:00,89,28,1002
20160814-02:30,89,28,1002
20160814-03:00,91,27,1002
20160814-03:30,94,27,1002
20160814-04:00,94,26,1002
20160814-04:30,94,26,1002
20160814-05:00,89,28,1002
20160814-05:30,89,29,1002
20160814-06:00,79,29,1001
20160814-06:30,84,30,1002
20160814-07:00,84,30,1002
20160814-07:30,84,30,1002
20160814-08:00,84,30,1001
20160814-08:30,84,30,1001
20160814-09:00,75,30,998
20160814-10:00,79,31,1000
20160814-10:30,70,32,999
20160814-11:00,66,30,-9999
20160814-11:30,66,30,999
20160814-12:00,66,31,998
20160814-12:30,79,30,999
20160814-13:00,79,30,999
20160814-13:30,84,30,999
20160814-15:00,79,29,999
20160814-18:00,86,29,1000
20160814-21:00,88,28,998
20160815-00:00,80,28,999
20160815-01:00,84,28,1000
20160815-01:30,84,28,1001
20160815-02:00,84,28,1001
20160815-02:30,84,28,1001
20160815-03:00,77,29,1000
20160815-04:00,74,30,1001
20160815-04:30,70,31,1001
20160815-05:00,70,31,1001
20160815-05:30,66,32,1001
20160815-06:00,57,33,999
20160815-06:30,63,33,1000
20160815-07:00,63,33,1000
20160815-07:30,66,33,1000
20160815-08:00,59,34,1000
20160815-08:30,59,34,1000
20160815-09:00,51,34,998
20160815-09:30,59,34,999
20160815-10:00,59,34,998
20160815-10:30,59,34,998
20160815-11:00,63,34,998
20160815-11:30,63,34,998
20160815-12:00,66,31,998
20160815-12:30,63,34,998
20160815-13:00,63,34,998
20160815-15:00,67,32,997
20160815-18:00,69,31,998
20160815-21:00,72,28,997
20160816-00:00,77,27,997
20160816-01:00,84,27,998
20160816-01:30,84,27,998
20160816-02:00,79,28,999
20160816-02:30,79,28,999
20160816-03:00,67,29,998
20160816-03:30,74,29,1000
20160816-04:00,70,30,1000
20160816-04:30,66,31,1000
20160816-05:00,62,32,1000
20160816-05:30,59,33,999
20160816-06:00,51,33,998
20160816-06:30,59,33,999
20160816-07:00,63,33,999
20160816-09:00,50,35,996
20160816-10:30,59,35,-9999
20160816-11:00,59,35,-9999
20160816-11:30,59,35,-9999
20160816-12:00,61,32,994
20160816-12:30,59,34,9963
20160816-13:00,66,33,996
20160816-15:00,61,33,997
20160816-18:00,66,31,997
20160816-21:00,80,29,997
20160817-00:00,76,28,998
20160817-01:30,79,28,1000
20160817-02:00,79,28,1000
20160817-02:30,79,28,1000
20160817-03:00,69,28,1000
20160817-03:30,74,29,1001
20160817-04:00,74,29,1001
20160817-04:30,74,29,1001
20160817-05:00,74,29,1001
20160817-05:30,74,29,1001
20160817-06:00,60,31,1000
20160817-06:30,66,31,1001
20160817-07:00,70,31,1001
20160817-07:30,70,31,1001
20160817-08:00,70,31,1000
20160817-08:30,66,32,1000
20160817-09:00,59,31,None
20160817-09:30,70,31,1000
20160817-10:00,70,31,999
20160817-10:30,70,31,998
20160817-11:00,75,31,998
20160817-11:30,75,31,998
20160817-12:00,69,31,996
20160817-12:30,75,31,998
20160817-13:00,75,31,998
20160817-15:00,72,29,998
20160817-18:00,80,29,999
20160817-21:00,86,29,999
20160818-00:00,87,27,999
20160818-02:00,89,28,1000
20160818-02:30,89,28,1001
20160818-03:00,83,28,None
20160818-03:30,89,28,1001
20160818-04:00,89,28,1001
20160818-04:30,89,28,1002
20160818-05:00,89,28,1002
20160818-05:30,89,28,1002
20160818-06:00,82,30,1000
20160818-06:30,84,30,1001
20160818-07:00,84,30,1001
20160818-07:30,84,30,1000
20160818-08:00,79,31,1000
20160818-08:30,66,32,1000
20160818-09:00,58,32,999
20160818-09:30,63,33,1000
20160818-10:00,66,33,999
20160818-10:30,70,32,999
20160818-11:00,70,32,999
20160818-11:30,70,32,999
20160818-12:00,74,31,998
20160818-12:30,79,31,999
20160818-13:00,84,30,999
20160818-15:00,80,30,999
20160818-18:00,82,29,1000
20160818-21:00,87,28,998
20160819-00:00,85,27,998
20160819-01:30,89,28,1000
20160819-02:00,89,28,1000
20160819-02:30,84,29,1001
20160819-03:00,76,29,1000
20160819-03:30,74,30,1001
20160819-04:00,74,30,1001
20160819-04:30,74,30,1001
20160819-05:00,66,33,1002
20160819-05:30,66,33,1002
20160819-06:00,56,34,1000
20160819-06:30,63,33,1001
20160819-07:00,59,34,1001
20160819-07:30,63,34,1001
20160819-08:00,63,34,1000
20160819-08:30,63,34,1000
20160819-09:00,54,34,998
20160819-09:30,63,34,1000
20160819-10:00,63,34,999
20160819-10:30,63,34,999
20160819-11:00,63,34,999
20160819-11:30,63,34,999
20160819-12:00,55,34,998
20160819-12:30,63,34,999
20160819-13:00,66,33,999
20160819-15:00,68,32,999
20160819-18:00,74,31,1000
20160819-21:00,73,30,999
20160820-00:00,81,28,999
20160820-02:00,84,29,1001
20160820-02:30,79,30,1001
20160820-03:00,73,30,1000
20160820-03:30,75,31,1002
20160820-04:00,70,32,1002
20160820-04:30,70,32,1002
20160820-05:00,66,33,1002
20160820-05:30,66,33,1001
20160820-06:00,64,34,None
20160820-06:30,67,34,1001
20160820-07:00,67,34,1001
20160820-07:30,63,35,1001
20160820-08:00,63,35,1000
20160820-08:30,59,35,1000
20160820-09:00,54,36,998
20160820-09:30,60,36,1000
20160820-10:00,60,36,999
20160820-10:30,60,36,999
20160820-11:00,60,36,999
20160820-11:30,60,36,999
20160820-12:00,52,35,998
20160820-12:30,59,35,1000
20160820-13:00,67,34,1000
20160820-15:00,66,32,None
20160820-18:00,72,30,1000
20160820-21:00,78,29,999
20160821-00:00,81,28,None
20160821-01:30,84,28,1002
20160821-02:00,84,28,1002
20160821-02:30,84,28,1002
20160821-03:00,73,28,1001
20160821-03:30,79,28,1002
20160821-04:00,74,30,1002
20160821-04:30,74,30,1003
20160821-05:00,66,32,1003
20160821-05:30,63,33,1002
20160821-06:00,56,33,1001
20160821-06:30,63,33,1002
20160821-07:00,66,33,1002
20160821-07:30,63,34,1002
20160821-08:00,63,34,1001
20160821-08:30,63,34,1001
20160821-09:00,50,35,999
20160821-09:30,59,35,1001
20160821-10:00,59,35,1001
20160821-10:30,59,35,1000
20160821-11:00,63,34,1000
20160821-12:00,58,33,999
20160821-12:30,66,33,1000
20160821-13:00,70,32,1000
20160821-15:00,65,30,1000
20160821-18:00,73,29,1002
20160821-21:00,80,28,1001
20160822-00:00,82,27,1001
20160822-02:00,89,27,1003
20160822-02:30,84,28,1003
20160822-03:00,74,28,1003
20160822-03:30,79,29,1004
20160822-04:00,70,30,1004
20160822-04:30,70,31,1004
20160822-05:00,59,33,1004
20160822-05:30,63,33,1004
20160822-06:00,54,34,1003
20160822-06:30,59,34,1004
20160822-07:00,59,34,1004
20160822-07:30,59,34,1004
20160822-08:00,59,35,1003
20160822-08:30,59,35,1003
20160822-09:00,50,35,1002
20160822-09:30,59,35,1003
20160822-10:00,59,35,1002
20160822-10:30,59,35,1002
20160822-11:00,59,35,1002
20160822-11:30,59,34,1002
20160822-12:00,59,33,1001
20160822-12:30,66,33,1002
20160822-13:00,66,32,1003
20160822-15:00,68,31,1003
20160822-18:00,70,30,1003
20160822-21:00,77,29,1002
20160823-00:00,76,29,1002
20160823-01:30,79,29,1004
20160823-02:00,84,29,1004
20160823-02:30,79,30,1005
20160823-03:00,77,30,1003
20160823-03:30,79,31,1005
20160823-04:00,75,32,1005
20160823-04:30,75,32,1005
20160823-05:00,70,32,1005
20160823-05:30,70,32,1005
20160823-06:00,62,32,1004
20160823-06:30,70,32,1005
20160823-08:00,63,33,1004
20160823-08:30,63,33,1004
20160823-09:00,56,33,1002
20160823-09:30,66,33,1003
20160823-10:00,66,33,1002
20160823-11:00,66,33,1002
20160823-11:30,66,33,1002
20160823-12:00,60,32,1000
20160823-12:30,70,32,1002
20160823-13:00,66,32,1002
20160823-15:00,66,31,1002
20160823-18:00,74,30,1002
20160823-21:00,74,29,1002
20160824-00:00,71,29,1002
20160824-01:00,79,29,1003
20160824-01:30,79,29,1003
20160824-02:00,79,29,1004
20160824-03:00,74,29,1003
20160824-03:30,79,29,1004
20160824-04:00,79,30,1004
20160824-04:30,79,30,1004
20160824-05:00,75,31,1004
20160824-05:30,75,31,1004
20160824-06:00,63,32,1003
20160824-06:30,79,31,1003
20160824-07:00,75,31,1003
20160824-07:30,84,30,1003
20160824-08:00,79,31,1002
20160824-08:30,84,31,1002
20160824-09:00,76,31,1001
20160824-09:30,79,31,1002
20160824-10:00,79,31,1001
20160824-10:30,84,31,1001
20160824-11:00,84,31,1001
20160824-11:30,84,31,1001
20160824-12:00,79,30,1000
20160824-12:30,84,30,1001
20160824-13:00,84,30,1002
20160824-15:00,84,30,1002
20160824-18:00,85,29,1004
20160824-21:00,85,28,1003
20160825-00:00,88,28,1003
20160825-01:30,89,28,1005
20160825-02:00,89,28,1006
20160825-02:30,89,29,1006
20160825-03:00,81,29,1005
20160825-04:30,70,32,1006
20160825-05:00,70,32,1006
20160825-05:30,66,33,1006
20160825-06:00,62,33,1005
20160825-06:30,66,33,1006
20160825-07:00,66,33,1006
20160825-07:30,63,34,1005
20160825-08:00,59,34,1005
20160825-08:30,59,34,1004
20160825-09:00,52,35,1002
20160825-09:30,59,35,1003
20160825-10:00,59,35,1003
20160825-10:30,63,34,1003
20160825-11:00,63,34,1003
20160825-11:30,79,30,1004
20160825-12:00,76,30,1002
20160825-12:30,79,30,1004
20160825-13:00,None,None,1004
20160825-15:00,83,29,1005
20160825-18:00,89,28,1004
20160825-21:00,92,28,1004
20160826-00:00,95,27,1004
20160826-02:00,94,28,1007
20160826-02:30,89,29,1007
20160826-03:00,77,29,1006
20160826-03:30,79,30,1007
20160826-04:00,84,30,1007
20160826-04:30,70,32,1007
20160826-05:00,66,33,1007
20160826-05:30,66,33,1007
20160826-06:00,57,33,1005
20160826-06:30,63,34,1007
20160826-07:00,63,34,1006
20160826-07:30,63,34,1005
20160826-08:00,63,35,1005
20160826-08:30,63,35,1005
20160826-09:00,51,35,1003
20160826-09:30,56,35,1004
20160826-10:00,59,35,1003
20160826-10:30,63,33,1004
20160826-11:00,70,31,1004
20160826-11:30,74,30,1004
20160826-12:00,87,28,1003
20160826-12:30,89,28,1004
20160826-13:00,89,28,1004
20160826-15:00,96,29,1004
20160826-18:00,87,28,1006
20160826-21:00,80,27,1006
20160827-00:00,89,27,1006
20160827-01:30,89,27,1008
20160827-02:00,89,27,1008
20160827-02:30,89,28,1008
20160827-03:00,82,28,1008
20160827-03:30,84,29,1008
20160827-04:00,84,29,1008
20160827-04:30,79,30,1008
20160827-05:00,79,30,1009
20160827-05:30,75,31,1009
20160827-06:00,64,32,1007
20160827-06:30,70,32,1009
20160827-07:00,70,32,1008
20160827-07:30,66,33,1007
20160827-08:00,66,33,1007
20160827-08:30,59,34,1006
20160827-09:00,52,35,1004
20160827-09:30,59,35,1005
20160827-10:00,59,35,1005
20160827-10:30,59,35,1005
20160827-11:00,56,36,1005
20160827-11:30,56,36,1005
20160827-12:00,50,35,1003
20160827-12:30,63,35,1005
20160827-13:00,63,35,1005
20160827-15:00,62,32,1004
20160827-18:00,78,30,1006
20160827-21:00,77,29,996
20160828-00:00,83,28,1006
20160828-02:00,84,29,1008
20160828-02:30,84,30,1008
20160828-03:00,75,30,1007
20160828-03:30,79,31,1008
20160828-04:00,71,33,1009
20160828-04:30,67,35,1009
20160828-05:00,67,35,1009
20160828-05:30,67,35,1009
20160828-06:00,51,35,1007
20160828-06:30,59,35,1008
20160828-07:00,56,35,1007
20160828-08:00,60,36,1006
20160828-08:30,60,36,1006
20160828-09:00,44,37,1004
20160828-09:30,53,37,1005
20160828-10:00,50,37,1005
20160828-11:00,63,35,1004
20160828-11:30,67,34,1004
20160828-12:00,55,34,1003
20160828-12:30,63,34,1005
20160828-13:00,63,34,1005
20160828-15:00,75,31,1004
20160828-18:00,79,30,1005
20160828-21:00,81,29,1004
20160829-00:00,81,28,1004
20160829-01:30,84,28,1005
20160829-02:00,84,28,1005
20160829-02:30,84,28,1005
20160829-03:00,80,29,1004
20160829-03:30,74,30,1005
20160829-04:00,74,30,1005
20160829-04:30,75,31,1005
20160829-05:00,75,32,1005
20160829-05:30,75,32,1005
20160829-06:00,63,33,1003
20160829-06:30,67,34,1005
20160829-07:00,63,34,1004
20160829-07:30,79,30,1004
20160829-08:00,89,29,1004
20160829-08:30,89,30,1002
20160829-09:00,75,31,1001
20160829-09:30,75,32,1002
20160829-10:00,75,32,1002
20160829-10:30,84,30,1002
20160829-11:00,84,30,1002
20160829-11:30,94,28,1003
20160829-12:00,96,27,1002
20160829-12:30,100,27,1004
20160829-13:00,100,27,1003
20160829-15:00,95,26,1004
20160829-18:00,95,26,1003
20160829-21:00,96,26,1003
20160830-00:00,92,26,1002
20160830-02:00,89,27,1003
20160830-02:30,89,27,1003
20160830-03:00,82,28,1002
20160830-03:30,84,28,1004
20160830-04:00,79,29,1004
20160830-04:30,84,29,1004
20160830-05:00,84,29,1004
20160830-06:00,77,29,1003
20160830-06:30,79,30,1004
20160830-07:00,79,30,1004
20160830-07:30,70,31,1003
20160830-08:00,70,32,1002
20160830-08:30,66,33,1002
20160830-08:34,66,33,1002
20160830-09:00,59,33,1000
20160830-09:30,66,33,1001
20160830-10:00,66,33,1001
20160830-10:30,70,32,1001
20160830-11:30,75,31,1001
20160830-12:00,74,31,999
20160830-12:30,75,31,1002
20160830-13:00,75,31,1002
20160830-15:00,None,None,1001
20160830-18:00,86,28,1002
20160830-21:00,84,27,1001
20160831-00:00,84,27,1001
20160831-02:00,94,27,1003
20160831-02:30,89,28,1003
20160831-03:00,90,27,1002
20160831-03:30,100,26,1005
20160831-04:00,100,26,1005
20160831-04:30,94,26,1005
20160831-05:00,100,24,1005
20160831-05:30,94,25,1005
20160831-06:00,99,25,1004
20160831-06:30,94,25,1005
20160831-07:00,94,25,1004
20160831-07:30,89,26,1004
20160831-08:00,100,26,1004
20160831-08:30,89,28,1003
20160831-09:00,80,29,1001
20160831-09:30,84,29,1002
20160831-10:00,84,29,1002
20160831-10:30,84,29,1002
20160831-11:00,84,29,1002
20160831-11:30,84,30,1002
20160831-12:00,78,30,1000
20160831-12:30,84,30,1002
20160831-13:00,84,30,1002
20160831-15:00,84,28,1003
20160831-18:00,88,26,1004
20160831-21:00,90,26,1002
20160901-00:00,89,26,1002
20160901-02:00,94,26,1004
20160901-02:30,94,26,1004
20160901-03:00,87,27,1003
20160901-03:30,94,27,1005
20160901-04:00,89,27,1005
20160901-04:30,89,27,1005
20160901-05:00,94,27,1005
20160901-05:30,94,27,1005
20160901-06:00,93,26,1004
20160901-06:30,100,26,1004
20160901-07:00,100,26,1004
20160901-07:30,100,26,1004
20160901-08:00,94,27,1002
20160901-09:00,70,30,1000
20160901-09:30,74,30,1001
20160901-10:00,79,30,1001
20160901-11:00,75,31,1001
20160901-11:30,75,31,1000
20160901-12:00,74,31,999
20160901-12:30,79,31,1000
20160901-13:00,79,30,1000
20160901-15:00,85,29,1001
20160901-18:00,89,28,1002
20160901-21:00,91,27,1000
20160902-00:00,91,26,1001
20160902-02:00,94,27,1002
20160902-02:30,89,28,1003
20160902-03:00,83,28,1002
20160902-03:30,84,28,1003
20160902-04:00,84,29,1003
20160902-04:30,79,30,1003
20160902-05:00,75,31,1003
20160902-05:30,70,31,1003
20160902-06:00,60,32,1001
20160902-06:30,63,33,1003
20160902-07:00,66,33,1002
20160902-07:30,66,33,1002
20160902-09:00,54,33,1000
20160902-09:30,59,34,1001
20160902-10:30,59,34,1000
20160902-11:30,63,33,1001
20160902-12:00,56,33,998
20160902-12:30,63,33,999
20160902-13:00,66,32,999
20160902-15:00,68,30,999
20160902-18:00,79,28,None
20160902-21:00,79,28,1000
20160903-00:00,80,26,1000
20160903-02:00,83,26,1002
20160903-03:00,65,28,1002
20160903-03:30,74,28,1003
20160903-04:00,74,28,1003
20160903-04:30,66,30,1003
20160903-06:00,61,32,1002
20160903-06:30,59,32,1002
20160903-07:00,55,33,1002
20160903-07:30,52,34,1002
20160903-08:00,52,34,1001
20160903-08:30,56,34,1001
20160903-09:00,42,34,999
20160903-09:30,49,34,1000
20160903-12:00,48,34,998
20160903-12:30,59,33,1000
20160903-15:00,65,30,1000
20160903-18:00,78,29,1001
20160903-21:00,73,28,1001
20160904-00:00,81,27,1002
20160904-03:00,69,28,1004
20160904-06:00,50,32,1004
20160904-09:00,47,34,1002
20160904-10:30,56,34,1003
20160904-11:00,56,34,1003
20160904-11:30,56,34,1003
20160904-12:00,49,34,1001
20160904-12:30,59,33,1003
20160904-13:00,59,33,1003
20160904-15:00,64,31,1002
20160904-18:00,60,30,1004
20160904-21:00,65,28,1004
20160905-00:00,86,26,1004
20160905-03:00,70,27,1004
20160905-03:30,74,28,1005
20160905-06:00,52,32,1004
20160905-08:00,59,33,1004
20160905-08:30,59,33,1004
20160905-09:00,47,34,1002
20160905-09:30,56,34,1003
20160905-10:00,52,34,1003
20160905-12:00,50,34,1001
20160905-15:00,57,31,1002
20160905-18:00,57,30,1003
20160905-21:00,65,28,1003
20160906-00:00,71,27,1004
20160906-03:00,62,28,1005
20160906-06:00,51,32,1005
20160906-09:00,43,34,1004
20160906-12:00,45,34,1002
20160906-15:00,56,31,1002
20160906-18:00,55,29,1004
20160906-21:00,57,28,1004
20160907-00:00,70,26,1004
20160907-03:00,68,27,1005
20160907-06:00,47,32,1005
20160907-08:30,None,None,1005
20160907-09:00,49,34,1002
20160907-11:00,53,35,1003
20160907-11:30,56,34,1003
20160907-12:00,48,34,1001
20160907-15:00,63,31,1003
20160907-18:00,63,30,1004
20160907-21:00,60,28,1003
20160908-00:00,62,27,1004
20160908-03:00,74,29,1006
20160908-06:00,50,32,1006
20160908-06:30,55,33,1007
20160908-07:30,52,34,1007
20160908-08:00,52,34,1006
20160908-09:00,42,35,1004
20160908-09:30,53,35,1005
20160908-12:00,48,34,1003
20160908-15:00,59,31,1004
20160908-18:00,72,30,1005
20160908-21:00,77,29,1005
20160909-00:00,60,28,995
20160909-02:00,70,27,1007
20160909-03:00,60,28,1007
20160909-06:00,47,33,1007
20160909-09:00,38,35,1005
20160909-12:00,42,34,1004
20160909-15:00,57,31,1004
20160909-18:00,66,30,1005
20160909-21:00,70,29,1005
20160910-00:00,92,27,1005
20160910-02:00,74,28,1007
20160910-03:00,57,29,1006
20160910-05:00,55,31,1008
20160910-06:00,43,33,1006
20160910-07:00,55,33,1007
20160910-07:30,52,34,1006
20160910-08:00,52,34,1006
20160910-09:00,40,35,1004
20160910-12:00,43,34,1002
20160910-15:00,63,31,1003
20160910-18:00,64,29,1004
20160910-21:00,67,28,1004
20160911-00:00,65,26,1005
20160911-03:00,60,28,1006
20160911-06:00,42,33,1005
20160911-08:00,49,34,1004
20160911-08:30,49,34,1004
20160911-09:00,41,34,1002
20160911-12:00,43,34,1001
20160911-15:00,62,30,1003
20160911-18:00,75,29,1004
20160911-21:00,78,28,1004
20160912-00:00,64,27,1004
20160912-03:00,60,28,1006
20160912-05:30,55,32,1007
20160912-06:00,44,33,1005
20160912-06:30,52,33,1007
20160912-07:00,52,33,1006
20160912-07:30,49,34,1006
20160912-09:00,42,34,1003
20160912-10:00,52,34,1004
20160912-11:00,52,34,1004
20160912-12:00,48,33,1002
20160912-15:00,60,31,1004
20160912-18:00,69,29,1006
20160912-21:00,78,28,1007
20160913-00:00,83,28,1006
20160913-03:00,64,29,1007
20160913-06:00,44,34,1008
20160913-07:30,49,34,1008
20160913-08:00,47,35,1007
20160913-08:30,49,35,1007
20160913-09:00,41,35,1005
20160913-09:30,50,36,1006
20160913-10:00,49,35,1006
20160913-10:30,56,34,1006
20160913-11:00,59,33,1005
20160913-12:00,52,33,1004
20160913-15:00,68,30,1006
20160913-18:00,72,29,1008
20160913-21:00,73,28,1007
20160914-00:00,77,27,1008
20160914-03:00,71,28,1009
20160914-05:30,66,32,1010
20160914-06:00,55,33,1008
20160914-08:00,59,34,1008
20160914-08:30,59,34,1008
20160914-09:00,47,34,1006
20160914-10:00,56,34,1006
20160914-10:30,56,34,1006
20160914-12:00,85,29,1004
20160914-12:30,89,29,1005
20160914-15:00,85,29,1006
20160914-18:00,89,28,1007
20160914-21:00,91,27,1006
20160915-00:00,89,27,1006
20160915-03:00,74,29,1007
20160915-06:00,46,34,1007
20160915-09:00,None,None,1004
20160915-09:30,47,35,1005
20160915-10:00,44,35,1004
20160915-10:30,49,35,1004
20160915-11:00,49,35,1004
20160915-12:00,40,34,1002
20160915-15:00,63,30,1004
20160915-18:00,72,28,1005
20160915-21:00,83,27,1005
20160916-00:00,84,26,1005
20160916-03:00,77,29,1006
20160916-06:00,42,34,1006
20160916-06:30,49,34,1007
20160916-07:30,47,35,1006
20160916-09:00,30,36,1002
20160916-12:00,44,34,1002
20160916-15:00,56,31,1003
20160916-18:00,73,28,1004
20160916-21:00,78,27,1003
20160917-00:00,80,27,1004
20160917-03:00,72,29,1005
20160917-06:00,55,33,1004
20160917-08:00,53,35,1004
20160917-09:00,41,35,1002
20160917-09:30,49,35,1003
20160917-10:00,56,34,1003
20160917-11:00,49,34,1002
20160917-11:30,49,34,1002
20160917-12:00,40,34,1001
20160917-15:00,57,32,1003
20160917-18:00,73,29,1004
20160917-21:00,80,29,1004
20160918-00:00,80,27,1004
20160918-03:00,72,29,1006
20160918-05:00,63,33,1008
20160918-05:30,63,33,1008
20160918-06:00,48,35,1006
20160918-08:00,50,36,1006
20160918-09:00,35,36,1003
20160918-11:30,50,36,1003
20160918-12:00,43,35,1002
20160918-15:00,57,31,1004
20160918-18:00,72,28,1005
20160918-21:00,73,28,1005
20160919-00:00,80,27,1005
20160919-02:00,79,28,1007
20160919-02:30,84,28,1007
20160919-03:00,72,29,1006
20160919-03:30,74,30,1007
20160919-04:00,74,30,1007
20160919-04:30,70,31,1007
20160919-05:00,59,33,1007
20160919-05:30,59,33,1007
20160919-06:00,50,34,1005
20160919-06:30,59,34,1006
20160919-07:00,56,35,1006
20160919-07:30,56,35,1005
20160919-08:00,53,35,1005
20160919-08:30,41,36,1005
20160919-09:00,31,36,1002
20160919-09:30,41,36,1003
20160919-10:00,39,37,1003
20160919-12:00,38,35,1001
20160919-12:30,47,35,1002
20160919-13:00,49,34,1002
20160919-15:00,63,31,1002
20160919-18:00,72,28,1003
20160919-21:00,81,27,1003
20160920-00:00,82,26,1003
20160920-02:00,84,27,1005
20160920-02:30,84,27,1005
20160920-03:00,69,29,1004
20160920-03:30,70,30,1005
20160920-04:00,62,32,1005
20160920-04:30,63,33,1005
20160920-05:00,49,35,1006
20160920-05:30,53,35,1006
20160920-06:00,37,35,1004
20160920-06:30,47,36,1005
20160920-07:00,47,36,1004
20160920-07:30,47,36,1004
20160920-08:00,44,37,1004
20160920-08:30,42,37,1003
20160920-09:00,32,37,1001
20160920-09:30,42,37,1002
20160920-10:00,39,37,1001
20160920-10:30,42,37,1009
20160920-11:00,44,36,1001
20160920-11:30,44,36,1001
20160920-12:00,37,35,1000
20160920-12:30,49,34,1001
20160920-13:00,52,34,1002
20160920-15:00,57,31,1002
20160920-18:00,69,29,1003
20160920-21:00,73,29,1004
20160921-00:00,79,28,1004
20160921-02:00,84,28,1006
20160921-02:30,84,28,1006
20160921-03:00,70,29,1006
20160921-03:30,74,30,1007
20160921-04:00,70,31,1007
20160921-04:30,63,33,1007
20160921-05:00,59,34,1007
20160921-05:30,56,35,1007
20160921-06:00,43,35,1005
20160921-06:30,53,35,1007
20160921-07:00,53,36,1006
20160921-07:30,50,37,1006
20160921-08:00,47,37,1006
20160921-08:30,50,37,1005
20160921-09:00,40,37,1003
20160921-09:30,50,37,1004
20160921-10:00,47,37,1004
20160921-10:30,50,36,1003
20160921-11:00,47,36,1003
20160921-11:30,53,35,1004
20160921-12:00,47,34,1003
20160921-15:00,60,31,1005
20160921-18:00,68,29,1007
20160921-21:00,77,29,1007
20160922-00:00,83,27,1007
20160922-02:00,84,27,1011
20160922-02:30,84,27,1011
20160922-03:00,79,27,1010
20160922-03:30,79,27,1011
20160922-04:00,79,27,1011
20160922-04:30,70,29,1011
20160922-05:00,62,31,1011
20160922-05:30,62,31,1011
20160922-06:00,56,31,1010
20160922-06:30,62,31,1011
20160922-07:00,62,31,1010
20160922-07:30,66,31,1010
20160922-08:00,66,31,1009
20160922-08:30,62,32,1009
20160922-09:00,53,32,1007
20160922-09:30,62,32,1008
20160922-10:00,62,32,1007
20160922-10:30,63,33,1007
20160922-11:00,63,33,1007
20160922-11:30,59,33,1007
20160922-12:00,53,32,1006
20160922-12:30,66,31,1007
20160922-13:00,70,30,1007
20160922-15:00,65,29,1007
20160922-18:00,75,27,1007
20160922-21:00,79,27,1007
20160923-00:00,87,26,1006
20160923-01:30,89,26,1007
20160923-02:00,89,26,1008
20160923-02:30,84,27,1008
20160923-03:00,78,27,1005
20160923-03:30,84,27,1008
20160923-04:00,79,28,1008
20160923-04:30,79,28,1008
20160923-05:00,66,31,1008
20160923-05:30,66,31,1008
20160923-06:00,55,32,1006
20160923-06:30,59,33,1007
20160923-07:00,59,33,1006
20160923-07:30,59,33,1006
20160923-08:00,63,33,1006
20160923-08:30,59,34,1005
20160923-09:00,47,34,1003
